Title,Domestic_Total_Gross,UK_Total_Gross,Actors,Country,British,Genre,Budget
Legend of the Guardians: The Owls of Ga'Hoole,55675313,5282850,",  , (Voice), Ryan Kwanten , Richard Roxburgh , David Wenham , Abbie Cornish","USA, Australia",0,Animation,80000000
Legends of Oz: Dorothy's Return,8462027,576044,", Lea Michele , James Belushi , Kelsey Grammer, (Voice), Oliver Platt ","USA, India",0,Animation,70000000
Legion,40168080,321524,"Paul Bettany, Charles S. Dutton, Kate Walsh, Tyrese Gibson, Lucas Black, Dennis Quaid",USA,1,Horror,26000000
Lemony Snicket's A Series of Unfortunate Events,118634549,25422594,"Emily Browning, Cedric the Entertainer*, Jim Carrey, Meryl Streep, Jude Law, Jamie Harris*","USA, Germany",1,Adventure,140000000
Let's Be Cops,82390774,8602722,"Damon Wayans Jr., Andy Garcia, Jake Johnson",USA,0,Action,17000000
Letters from Iwo Jima,13756082,563546,"uKen Watanabe, u Kazunari Ninomiya, u Tsuyoshi Ihara, u Ry\xf4 Kase",USA,0,War,19000000
Letters to Juliet,53032453,2991605,"Amanda Seyfried, Vanessa Redgrave",USA,1,Romance,30000000
License to Wed,43799818,1902964,"Robin Williams, John Krasinski, Mindy Kaling, Mandy Moore","USA, Australia",0,Comedy,
Life as We Know It,53374681,5281554,"Jean Smart, Christina Hendricks, Josh Lucas, Josh Duhamel, Melissa McCarthy*, Katherine Heigl",USA,0,Comedy,38000000
Life of Pi,124987023,45489770,Suraj Sharma,"USA, Taiwan, UK, Canada",0,Adventure,120000000
Like Crazy,3395391,263350,"Jennifer Lawrence, Felicity Jones, Anton Yelchin",USA,1,Romance,
Lilo & Stitch,145794338,20072600,"Daveigh Chase, Chris Sanders, Tia Carrere, David Ogden Stiers",USA,0,Animation,80000000
Limitless,79249455,13773623,"Anna Friel, Abbie Cornish, Bradley Cooper, Robert DeNiro",USA,1,Action,27000000
Lincoln,182207973,13264838,"Tim Blake Nelson*, David Strathairn, Daniel Day-Lewis, Hal Holbrook, John Hawkes*, James Spader, Walton Goggins*, Lee Pace*, David Oyelowo*, Michael Stuhlbarg*, Sally Field, Joseph Gordon-Levitt, Bruce McGill*, Jackie Earle Haley*, Tommy Lee Jones, Jared Harris*, Lukas Haas*, Dane DeHaan*",USA,1,Drama,65000000
Lions for Lambs,15002854,3154503,"Michael Pena, Andrew Garfield, Tom Cruise, Meryl Streep, Derek Luke, Robert Redford, Josh Zuckerman*, Peter Berg",USA,1,Drama,35000000
Little Children,5463019,810399,"Patrick Wilson, Jackie Earle Haley, Jennifer Connelly, Kate Winslet",USA,1,Drama,26000000
Little Fockers,148438600,30669391,"Teri Polo, Barbra Streisand, Harvey Keitel, Owen Wilson, Ben Stiller, Kevin Hart*, Dustin Hoffman, Jessica Alba, Robert DeNiro, Blythe Danner",USA,0,Comedy,100000000
Little Miss Sunshine,59891098,6458370,"Alan Arkin, Greg Kinnear, Abigail Breslin, Toni Collette, Steve Carell, Bryan Cranston*, Paul Dano",USA,0,Comedy,8000000
Live Free or Die Hard,134529403,28100927,"Cliff Curtis, Maggie Q, Bruce Willis, Kevin Smith, Mary Elizabeth Winstead, Justin Long, Timothy Olyphant","USA, UK",0,Action,110000000
London Boulevard,16075,2101617,"Eddie Marsan, Ray Winstone, Anna Friel, Keira Knightley, Colin Farrell, Ben Chaplin, David Thewlis","USA, UK",1,Drama,
Lone Survivor,125095601,3495458,"Taylor Kitsch, Ben Foster, Eric Bana, Alexander Ludwig, Mark Wahlberg, Emile Hirsch",USA,0,Action,40000000
Looney Tunes: Back in Action,20991364,9599084,Brendan Fraser,"USA, Germany",0,Adventure,80000000
Looper,66486205,16564421,"Emily Blunt, Piper Perabo, Garret Dillahunt*, Jeff Daniels, Tracie Thoms*, Joseph Gordon-Levitt, Bruce Willis, Paul Dano","USA, China",1,Action,30000000
Lord of War,24149632,4346499,"Bridget Moynahan, Nicolas Cage, Ethan Hawke","USA, Germany, France",0,Crime,50000000
Lost in Translation,44585453,17986199,"Bill Murray, Anna Faris, Giovanni Ribisi, Scarlett Johansson","USA, Japan",0,Comedy,4000000
Love Happens,22965110,2176055,"Dan Fogler, Martin Sheen, Jennifer Aniston, Judy Greer, Aaron Eckhart","USA, Canada, UK",0,Romance,18000000
Love in the Time of Cholera,4607608,731049,"Catalina Sandino Moreno, Giovanna Mezzogiorno, Benjamin Bratt, John Leguizamo, Javier Bardem",USA,0,Drama,
Lovelace,356582,307346,"Sharon Stone, James Franco, Bobby Cannavale, Amanda Seyfried, Adam Brody, Juno Temple, Eric Roberts, Wes Bentley, Chris Noth, Hank Azaria, Chloe Sevigny, Robert Patrick, Peter Sarsgaard",USA,1,Drama,
Lucky You,5758950,278368,"Robert Downey, Jr.*, Eric Bana, Drew Barrymore, Debra Messing, Robert Duvall","USA, Germany, Australia",0,Drama,
MIB 3,179020854,34182267,"Bill Hader*, Will Smith, Josh Brolin, Jemaine Clement, Michael Stuhlbarg, Tommy Lee Jones, Emma Thompson, Alice Eve",USA,1,Comedy,225000000
Machete,26593646,301246,"Jeff Fahey, Danny Trejo, Michelle Rodriguez, Cheech Marin, Steven Seagal, Daryl Sabara, Lindsay Lohan, Jessica Alba, Robert DeNiro",USA,0,Action,10500000
Machine Gun Preacher,538690,1038669,"Michelle Monaghan, Gerard Butler, Michael Shannon, Kathy Baker",USA,1,Action,30000000
Madagascar,193595521,40690223,"David Schwimmer, Sacha Baron Cohen, (Voice), Tom McGrath*, Ben Stiller, Chris Rock, Cedric the Entertainer, Jada Pinkett-Smith",USA,1,Animation,
Madagascar 3: Europe's Most Wanted,216391482,34211320,",  , David Schwimmer, (Voice), Sacha Baron Cohen, Ben Stiller, Chris Rock, Andy Richter , Cedric the Entertainer, Jada Pinkett-Smith",USA,1,Animation,145000000
Madagascar: Escape 2 Africa,180010950,35471617,",  , David Schwimmer, (Voice), Sacha Baron Cohen, Ben Stiller, Chris Rock, Andy Richter , Cedric the Entertainer, Jada Pinkett-Smith",USA,1,Animation,150000000
Made of Honor,46012734,4699956,"Sydney Pollack, Michelle Monaghan, Chris Messina, Kadeem Hardison, Patrick Dempsey","USA, UK",0,Comedy,40000000
Magic Mike,113721571,13173821,"Matthew McConaughey, Joe Manganiello, Matt Bomer, Alex Pettyfer, Olivia Munn, Channing Tatum, Adam Rodriguez, Cody Horn",USA,1,Comedy,7000000
Magic in the Moonlight,10539326,1422133,"Colin Firth, Emma Stone, Marcia Gay Harden","USA, UK",1,Comedy,
Maleficent,241410378,32725839,"Angelina Jolie, Lesley Manville, Sharlto Copley, Brenton Thwaites, Sam Riley, Miranda Richardson, Juno Temple, Elle Fanning, Imelda Staunton","USA, UK",1,Fantasy,180000000
Mamma Mia!,144130063,132342643,"Colin Firth, Meryl Streep, Stellan Skarsgard, Amanda Seyfried, Christine Baranski, Pierce Brosnan, Dominic Cooper","USA, UK, Germany",1,Drama,52000000
Man of Steel,291045518,46198857,"Ayelet Zurer, Laurence Fishburne, Diane Lane, Russell Crowe, Kevin Costner, Henry Cavill, Christopher Meloni, Amy Adams, Michael Shannon","USA, Canada, UK",1,Action,225000000
Man of the House,19699706,556308,"Tommy Lee Jones, Cedric the Entertainer",USA,0,Comedy,
Man on Fire,77911774,4279817,"Dakota Fanning, Radha Mitchell, Denzel Washington, Mickey Rourke*, Christopher Walken","USA, UK",0,Action,70000000
Man on a Ledge,18620000,3930164,"Sam Worthington, Elizabeth Banks, Edward Burns, Ed Harris, Kyra Sedgwick, Jamie Bell, Anthony Mackie",USA,1,Thriller,42000000
Margin Call,5354039,557951,"Mary McDonnell, Penn Badgley, Simon Baker, Jeremy Irons, Paul Bettany, Zachary Quinto, Demi Moore, Stanley Tucci, Aasif Mandvi, Kevin Spacey",USA,1,Thriller,3500000
Marie Antoinette,15962471,1727858,"Rip Torn, Kirsten Dunst, Steve Coogan, Tom Hardy*, Judy Davis, Rose Byrne, Jason Schwartzman","USA, France, Japan",1,Drama,40000000
Marmaduke,33644788,9019305,",  , Christopher Mintz-Plasse, Lee Pace, Damon Wayans, Kiefer Sutherland, (Voice), Steve Coogan, Owen Wilson, Emma Stone*, Sam Elliott, Ron Perlman , Stacy Ferguson , William H. Macy",USA,1,Comedy,50000000
Mars Needs Moms,21392758,784118,",  , Seth Green, (Voice), Joan Cusack ",USA,0,Animation,150000000
Martha Marcy May Marlene,2990625,713763,"Elizabeth Olsen, Christopher Abbott, Brady Corbet, Hugh Dancy",USA,1,Drama,
Master and Commander: The Far Side of the World,93927920,13265370,"Russell Crowe, Paul Bettany",USA,1,War,150000000
Matchstick Men,36906460,2235422,"Sam Rockwell, Nicolas Cage",USA,0,Crime,
Material Girls,11449638,1504262,"Brent Spiner, Lukas Haas, Anjelica Huston, Hilary Duff",USA,0,Comedy,
Me and You and Everyone We Know,3885134,1098768,Miranda July,"USA, UK",0,Comedy,
Mean Girls,86058055,10092036,"Amanda Seyfried, Tina Fey, Rachel McAdams, Lindsay Lohan","USA, Canada",0,Comedy,17000000
Meet Dave,11803254,3344166,"Scott Caan, Eddie Murphy, Elizabeth Banks, Kevin Hart, Ed Helms, Gabrielle Union",USA,0,Comedy,60000000
Meet the Fockers,279261160,54428276,"Teri Polo, Barbra Streisand, (Cameo), Owen Wilson*, Ben Stiller, Dustin Hoffman, Robert DeNiro, Blythe Danner",USA,0,Comedy,80000000
Meet the Robinsons,97822171,8911040,"Angela Bassett, Daniel Hansen, Jordan Fry, Matthew Josten",USA,0,Animation,
Meet the Spartans,38233676,6423181,"Sean Maguire, Carmen Electra, Ken Davitian, Kevin Sorbo",USA,0,Comedy,
Megamind,148415853,16048975,", David Cross , Tom McGrath*, Will Ferrell, Brad Pitt, Tina Fey, J.K. Simmons* , (Voice), Ben Stiller*, Jonah Hill",USA,0,Animation,130000000
Melinda and Melinda,3826280,1393699,"Chloe Sevigny, Will Ferrell, Wallace Shawn, Josh Brolin, Amanda Peet, Steve Carell*, Radha Mitchell, Chiwetel Ejiofor",USA,1,Comedy,
Memoirs of a Geisha,57490508,12663017,"Ken Watanabe, Zhang Ziyi, Gong Li, Michelle Yeoh",USA,0,Drama,85000000
Metallica Through the Never,3419967,295007,Dane DeHaan,USA,0,Drama,18000000
Miami Vice,63450470,13994361,"Colin Farrell, Naomie Harris, Jamie Foxx, Gong Li","USA, Germany, Paraguay, Uruguay",1,Action,135000000
Michael Clayton,49033882,4211739,"Sydney Pollack, Tilda Swinton, Tom Wilkinson, George Clooney",USA,1,Thriller,
Michael Jackson's This Is It,72091016,16070992,"Alex Al, Michael Bearden, Paul Gongaware, Michael Jackson",USA,0,Concert,
Milk,31841299,1973899,"Diego Luna, James Franco, Sean Penn, Emile Hirsch, Josh Brolin",USA,0,Drama,20000000
Million Dollar Arm,36457627,485618,"Bill Paxton, Suraj Sharma, Alan Arkin, Aasif Mandvi, Lake Bell, Jon Hamm",USA,0,Drama,25000000
Million Dollar Baby,100492203,10149214,"Michael Pena*, Jay Baruchel, Hilary Swank, Morgan Freeman, Anthony Mackie*, Clint Eastwood",USA,0,Drama,30000000
Mirror Mirror,64935167,11908879,"Sean Bean, Lily Collins, Nathan Lane, Julia Roberts, Armie Hammer","USA, Canada",1,Fantasy,85000000
Mirrors,30691439,4716833,"Paula Patton, Kiefer Sutherland","USA, Romania, Germany, Spain, France",0,Horror,
Miss Congeniality 2: Armed and Fabulous,48478006,10121539,"Regina King, Sandra Bullock, William Shatner, Elisabeth Rohm*","USA, Australia",0,Action,
Mission: Impossible - Ghost Protocol,209397903,28916714,"Josh Holloway, Vladimir Mashkov, Tom Cruise, Simon Pegg, Lea Seydoux, Tom Wilkinson*, Anil Kapoor, Jeremy Renner, Michael Nyqvist, Paula Patton","USA, United Arab Emirates, Czech Republic",1,Action,145000000
Mission: Impossible III,134029801,29032559,"Tom Cruise, Simon Pegg, Ving Rhames, Philip Seymour Hoffman, Michelle Monaghan, Billy Crudup, Maggie Q, Keri Russell, Jonathan Rhys Meyers, Laurence Fishburne, Eddie Marsan","USA, Germany, China",1,Action,150000000
Mona Lisa Smile,63860942,8165671,"Marcia Gay Harden*, Juliet Stevenson*, Kirsten Dunst, Ginnifer Goodwin*, Topher Grace*, Dominic West*, Julia Stiles, Maggie Gyllenhaal, Julia Roberts, John Slattery*",USA,0,Drama,65000000
Moneyball,75605492,1299055,"Robin Wright Penn, Philip Seymour Hoffman, Brad Pitt, Chris Pratt, Jonah Hill, Tammy Blanchard*",USA,0,Drama,50000000
Monster,34469210,4554719,"Christina Ricci, Charlize Theron","USA, Germany",0,Drama,8000000
Monster House,73661010,12294750,"Steve Buscemi* , , Kathleen Turner* , (Voice), Jon Heder*, Kevin James*, Jason Lee* , Maggie Gyllenhaal*",USA,0,Adventure,75000000
Monsters University,268492764,47166338,",  , Alfred Molina*, Billy Crystal, Tyler Labine* , (Voice), Sean Hayes* , Aubrey Plaza*, Helen Mirren, John Goodman ",USA,1,Animation,
"Monsters, Inc.",34043006,3449130,"John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi",USA,0,Animation,
Moonrise Kingdom,45512466,3156399,"Frances McDormand, Edward Norton, Tilda Swinton, Bill Murray, Bruce Willis, Jason Schwartzman",USA,1,Drama,16000000
Morning Glory,31011732,1907000,"Patrick Wilson, Rachel McAdams, Diane Keaton, Harrison Ford, Jeff Goldblum",USA,0,Comedy,40000000
Mortdecai,7696134,727292,"Ewan McGregor, Jeff Goldblum, Oliver Platt, Olivia Munn, Johnny Depp, Gwyneth Paltrow, Paul Bettany",USA,1,Action,60000000
Movie 43,8840453,2942128,"Halle Berry, Justin Long*, Kate Winslet*, Kristen Bell*, Christopher Mintz-Plasse*, Kate Bosworth*, Kieran Culkin*, Jack McBrayer*, Seann William Scott*, Liev Schreiber*, Elizabeth Banks*, Chloe Moretz*, Johnny Knoxville*, Josh Duhamel*, Hugh Jackman*, Emma Stone*, Patrick Warburton*, Uma Thurman*, Jason Sudeikis*, Tony Shalhoub*, Naomi Watts*, Bobby Cannavale*, Aasif Mandvi*, Chris Pratt*, Richard Gere, Leslie Bibb*, Gerard Butler*",USA,0,Comedy,6000000
Mr. & Mrs. Smith,186336279,24619123,"Angelina Jolie, Vince Vaughn, Kerry Washington, Brad Pitt, Michelle Monaghan*, Adam Brody, Keith David",USA,0,Action,110000000
Mr. Brooks,28549298,1085224,"Danielle Panabaker, Dane Cook, William Hurt, Kevin Costner, Marg Helgenberger, Demi Moore",USA,0,Thriller,20000000
Mr. Magorium's Wonder Emporium,32061555,4507478,"Jason Bateman, Natalie Portman, Dustin Hoffman","USA, Canada",0,Drama,
Mr. Peabody & Sherman,111506430,22511139,",  , (Voice), Allison Janney* , Stephen Colbert , Ty Burrell, Patrick Warburton ",USA,0,Animation,145000000
Mr. Woodcock,25799486,3159505,"Melissa Leo*, Melissa Sagemiller, Susan Sarandon, Ethan Suplee, Amy Poehler, Billy Bob Thornton, Seann William Scott",USA,0,Comedy,
Munich,47403685,8959351,"Geoffrey Rush, Eric Bana, Daniel Craig, Ciaran Hinds","USA, Canada, France",1,Drama,70000000
Muppets Most Wanted,51183113,12698743,"Ricky Gervais, Ty Burrell, Tina Fey",USA,1,Comedy,50000000
Music and Lyrics,50572589,18070181,"Hugh Grant, Drew Barrymore",USA,1,Comedy,
Must Love Dogs,43894863,534530,"John Cusack, Colin Egglesfield*, Diane Lane",USA,0,Comedy,30000000
My Best Friend's Girl,19219250,3158855,"Kate Hudson, Alec Baldwin, Jason Biggs, Dane Cook",USA,0,Comedy,20000000
My Super Ex-Girlfriend,22530295,5503267,"Luke Wilson, Anna Faris, Uma Thurman",USA,0,Comedy,
Mysterious Skin,713240,376832,"Joseph Gordon-Levitt, Michelle Trachtenberg, Elizabeth Shue","USA, Netherlands",0,Drama,
Mystic River,90135191,4284056,"Laurence Fishburne, Tim Robbins, Kevin Bacon, Laura Linney, Sean Penn, Emmy Rossum*","USA, Australia",0,Drama,25000000
Nancy Drew,25612520,1744531,"(Cameo), Max Thieriot, Rachael Leigh Cook, Laura Elena Harring, Barry Bostwick, Adam Goldberg* , Bruce Willis*, Emma Roberts, Tate Donovan",USA,0,Adventure,
Nanny McPhee,47144110,29183838,"Colin Firth, Imelda Staunton*, Emma Thompson, Angela Lansbury","USA, UK, France",1,Family,25000000
Napoleon Dynamite,44540956,1091140,Jon Heder,USA,0,Comedy,400000
National Treasure,173008894,13840312,"Nicolas Cage, Justin Bartha, Diane Kruger, Sean Bean, Jon Voight, Harvey Keitel, Christopher Plummer",USA,1,Adventure,100000000
National Treasure: Book of Secrets,219964115,17626166,"Nicolas Cage, Harvey Keitel, Justin Bartha, Diane Kruger, Jon Voight, Ty Burrell*, Ed Harris, Bruce Greenwood, Helen Mirren",USA,1,Adventure,
Need for Speed,43577636,8138409,"Aaron Paul, Michael Keaton, Imogen Poots, Scott Mescudi, Dakota Johnson, Dominic Cooper","USA, Philippines, Ireland, UK",1,Action,66000000
Neighbors,150157400,26923122,"Dave Franco, Christopher Mintz-Plasse, Craig Roberts*, Zac Efron, Jerrod Carmichael, Rose Byrne, Seth Rogen",USA,0,Comedy,18000000
Never Back Down,24850922,4281726,"Sean Faris, Amber Heard, Djimon Hounsou, Cam Gigandet",USA,0,Action,20000000
New Year's Eve,54544638,11659393,"Halle Berry, Michelle Pfeiffer, Hilary Swank, ""Chris Ludacris Bridges"", Sofia Vergara, Lea Michele, Jessica Biel, Hector Elizondo, Seth Meyers, Ashton Kutcher, Sarah Jessica Parker, Jon Bon Jovi, Common, Josh Duhamel, Abigail Breslin, Zac Efron, Cary Elwes, Carla Gugino, Katherine Heigl, Robert DeNiro, Til Schweiger",USA,1,Comedy,56000000
New York Minute,14071441,629762,Mary-Kate Olsen,USA,0,Comedy,30000000
New in Town,16734283,1497762,"Harry Connick Jr., Renee Zellweger","USA, Canada",0,Comedy,
Next,18211013,4918056,"Nicolas Cage, Julianne Moore, Jessica Biel",USA,0,Thriller,
Night at the Museum,250863268,40838600,"Robin Williams, Mickey Rooney, Dick Van Dyke, Owen Wilson, Steve Coogan, Bill Cobbs, Ricky Gervais, Ben Stiller, Carla Gugino","USA, UK",1,Adventure,
Night at the Museum: Secret of the Tomb,250863268,17738132,"Robin Williams, Ben Kingsley, Dick Van Dyke, Ricky Gervais, Steve Coogan, Owen Wilson, Ben Stiller, Rebel Wilson, Dan Stevens","USA, UK",1,Adventure,127000000
Nightcrawler,32381217,4408153,"Bill Paxton, Jake Gyllenhaal, Rene Russo, Riz Ahmed",USA,0,Drama,8500000
Nights in Rodanthe,41850659,740766,"Christopher Meloni, Diane Lane, Richard Gere, Viola Davis","USA, Australia",0,Romance,
Nim's Island,48006762,7784514,"Jodie Foster, Gerard Butler, Abigail Breslin",USA,1,Adventure,37000000
No Country for Old Men,74283625,13719432,"Woody Harrelson, Tommy Lee Jones, Javier Bardem, Josh Brolin",USA,0,Drama,
No Reservations,43107979,2157958,"Patricia Clarkson, Catherine Zeta-Jones, ""Brian F. OByrne"", Abigail Breslin, Jenny Wade, Aaron Eckhart, Bob Balaban","USA, Australia",0,Comedy,
No Strings Attached,70662220,1833907,"Natalie Portman, Jake Johnson, ""Chris Ludacris Bridges"", Greta Gerwig, Lake Bell, Kevin Kline, Mindy Kaling, Cary Elwes, Olivia Thirlby, Ashton Kutcher",USA,1,Comedy,25000000
Noah,101200044,16755678,"Jennifer Connelly, Logan Lerman, Ray Winstone, Nick Nolte*, Russell Crowe, Kevin Durand*, Frank Langella*, Anthony Hopkins, Emma Watson",USA,1,Drama,125000000
Norbit,95673607,11338670,"Thandie Newton, Eddie Griffin, Eddie Murphy, Cuba Gooding, Jr.",USA,1,Comedy,60000000
Oblivion,89107235,16281137,"Tom Cruise, Melissa Leo, Andrea Riseborough, Morgan Freeman, Olga Kurylenko, Nikolaj Coster-Waldau",USA,0,Adventure,120000000
Ocean's Thirteen,117154724,26483353,"Don Cheadle, Matt Damon, Al Pacino, Elliott Gould, Bernie Mac, Brad Pitt, Ellen Barkin, Andy Garcia, Casey Affleck, Carl Reiner, Scott Caan, George Clooney",USA,0,Comedy,
Ocean's Twelve,125544280,23591650,"Don Cheadle, Matt Damon, (Cameo), Bernie Mac, Brad Pitt, Jared Harris*, Casey Affleck, Catherine Zeta-Jones, Topher Grace*, Bruce Willis*, George Clooney, Julia Roberts",USA,0,Comedy,110000000
Oculus,27695246,1909880,"Katee Sackhoff, Rory Cochrane, Karen Gillan, Brenton Thwaites",USA,1,Horror,5000000
Olympus Has Fallen,98925640,9537868,"Angela Bassett, Gerard Butler, Cole Hauser, Robert Forster, Melissa Leo, Ashley Judd, Morgan Freeman, Dylan McDermott, Radha Mitchell, Aaron Eckhart",USA,1,Thriller,70000000
Once Upon a Time in Mexico,56359780,4426636,"Mickey Rourke, Antonio Banderas, Salma Hayek, Eva Mendes, Johnny Depp, Willem Dafoe",USA,0,Action,29000000
One Day,13843771,12527080,"Romola Garai, Jim Sturgess, Anne Hathaway, Patricia Clarkson","USA, UK",1,Romance,15000000
One Direction: This is Us,28873374,12367162,"Niall Horan, Zayn Malik, Liam Payne, Harry Styles",USA,0,Concert,10000000
One For the Money,26414527,893394,"""Jason OMara"", John Leguizamo, Katherine Heigl",USA,0,Action,40000000
Open Season,85105259,14066549,", Martin Lawrence, (Voice), Jon Favreau*, Debra Messing , Ashton Kutcher",USA,0,Animation,85000000
Open Water,30610863,9853938,"Blanchard Ryan, Daniel Travis, Saul Stein, Michael E. Williamson",USA,0,Horror,500000
Orphan,41596251,2096667,"Vera Farmiga, Peter Sarsgaard","USA, Canada, Germany, France",0,Horror,
Ouija,50856010,5095101,"Olivia Cooke, Ana Coto, Daren Kagasoff, Bianca A. Santos",USA,0,Horror,5000000
Out of Time,41088845,2498081,"Sanaa Lathan, Eva Mendes, Denzel Washington",USA,0,Thriller,50000000
Out of the Furnace,11330849,518492,"Willem Dafoe, Woody Harrelson, Christian Bale, Casey Affleck, Forest Whitaker, Sam Shepard, Zoe Saldana","USA, UK",1,Thriller,22000000
Over Her Dead Body,7563670,6807801,"Paul Rudd, Lake Bell, Jason Biggs, Eva Longoria",USA,0,Comedy,
Over the Hedge,155019340,24429407,",  , Garry Shandling , Wanda Sykes , (Voice), Bruce Willis",USA,0,Animation,
Oz The Great and Powerful,234911825,23391077,"Michelle Williams, James Franco, Joey King, (Voice), Rachel Weisz, Zach Braff, Mila Kunis",USA,1,Adventure,215000000
P.S. I Love You,53695808,21215090,"Gerard Butler, Kathy Bates, Jeffrey Dean Morgan, Gina Gershon, Harry Connick Jr., Lisa Kudrow, Hilary Swank, James Marsters",USA,1,Romance,30000000
Pacific Rim,101802906,12785909,"Charlie Day, Rinko Kikuchi, Idris Elba, Ron Perlman, Charlie Hunnam",USA,1,Action,190000000
ParaNorman,56003051,9853280,", Christopher Mintz-Plasse, Bernard Hill , Anna Kendrick, (Voice), Jeff Garlin , Kodi Smit-McPhee, Casey Affleck, Leslie Mann",USA,0,Animation,60000000
Paranormal Activity,107918810,16027045,"Katie Featherston, Micah Sloat, Mark Fredrichs, Amber Armstrong",USA,0,Horror,15000
Paranormal Activity 2,84752907,17483704,"David Bierend, Brian Boland, Molly Ephraim, Katie Featherston",USA,0,Horror,3000000
Paranormal Activity 3,104028807,16999985,Dustin Ingram,USA,0,Horror,5000000
Paranormal Activity 4,53900335,9578112,"Katie Featherston, Kathryn Newton, Matt Shively, Aiden Lovekamp",USA,0,Horror,5000000
Paranormal Activity: The Marked Ones,32462372,4800827,"Andrew Jacobs, Jorge Diaz, Gabrielle Walsh, Renee Victor",USA,0,Horror,5000000
Parental Guidance,77267296,7518177,"Tom Everett Scott, Bette Midler, Marisa Tomei, Billy Crystal",USA,0,Comedy,25000000
Parker,17616641,2616679,"Clifton Collins, Jr., Jennifer Lopez, Bobby Cannavale, Michael Chiklis, Nick Nolte, Jason Statham",USA,1,Action,35000000
Paul,37412945,23329759,"Kristen Wiig, Blythe Danner, Jeffrey Tambor, Simon Pegg, (Voice), Sigourney Weaver, Jane Lynch, Bill Hader, Jason Bateman, Nick Frost, Seth Rogen","USA, UK",1,Comedy,40000000
Paul Blart: Mall Cop,146336178,7683567,Kevin James,USA,0,Comedy,26000000
Paycheck,53790451,4563849,"Paul Giamatti, Aaron Eckhart, Ben Affleck, Uma Thurman","USA, Canada",0,Action,60000000
Penguins of Madagascar,83320932,12365306,", (Voice), Benedict Cumberbatch, Ken Jeong ,  ","USA, Brazil",1,Animation,132000000
Percy Jackson: Sea of Monsters,68559554,11375595,"Douglas Smith, Logan Lerman, Nathan Fillion, Sean Bean, Alexandra Daddario, Brandon T. Jackson, Stanley Tucci",USA,1,Fantasy,90000000
Perfect Stranger,23984949,1401605,"Halle Berry, Bruce Willis, Giovanni Ribisi",USA,0,Thriller,
Peter Pan,48462608,16552531,Jeremy Sumpter,USA,0,Adventure,100000000
Phone Booth,46566212,10975277,"Forest Whitaker*, (Voice), Katie Holmes, Kiefer Sutherland, Colin Farrell, Radha Mitchell",USA,0,Thriller,13000000
Piglet's Big Movie,23103423,6922153,"John Fiedler, Jim Cummings, Andre Stojka, Kath Soucie",USA,0,Animation,
Pineapple Express,87341380,6979618,"Amber Heard, James Franco, Danny McBride, Kevin Corrigan, Rosie Perez, Gary Cole, Seth Rogen",USA,0,Action,27000000
Piranha 3D,25003155,6903929,"Richard Dreyfuss, Christopher Lloyd, Adam Scott, Elizabeth Shue, ""Jerry OConnell"", Eli Roth*, Ving Rhames",USA,0,Horror,24000000
Piranha 3DD,376512,688269,"Danielle Panabaker, Matt Bush, Katrina Bowden, Jean-Luc Bilodeau",USA,0,Horror,
Pirates of the Caribbean: At World's End,309420425,81415664,"Geoffrey Rush, Bill Nighy, Naomie Harris, Jonathan Pryce, Stellan Skarsgard, Tom Hollander, Keira Knightley, Jack Davenport, Chow Yun-Fat, Johnny Depp, Orlando Bloom",USA,1,Adventure,300000000
Pirates of the Caribbean: Dead Man's Chest,423315812,98668102,"Bill Nighy, Geoffrey Rush*, (Cameo), Naomie Harris, Keira Knightley, Stellan Skarsgard, Tom Hollander, Jonathan Pryce, Jack Davenport, Johnny Depp, Orlando Bloom",USA,1,Adventure,225000000
Pirates of the Caribbean: The Curse of the Black Pearl,305413918,47531328,"Geoffrey Rush, Keira Knightley, Jonathan Pryce, Jack Davenport, Johnny Depp, Orlando Bloom, Zoe Saldana*",USA,1,Adventure,140000000
Pitch Perfect,65001093,10164709,"Brittany Snow, Anna Kendrick, Elizabeth Banks, Anna Camp, Adam DeVine, Rebel Wilson, Christopher Mintz-Plasse*",USA,0,Comedy,17000000
Planes,90288712,14035447,"Dane Cook , , Cedric the Entertainer*,  , Larry the Cable Guy*, Teri Hatcher , (Voice), Sinbad* , John Cleese ",USA,0,Animation,50000000
Planes: Fire & Rescue,59165787,7701150,"Dane Cook , ,  , (Voice), Regina King , Patrick Warburton ",USA,0,Animation,50000000
Planet of the Apes,180011740,24732707,"Paul Giamatti, Michael Clarke Duncan, Mark Wahlberg, Tim Roth, Helena Bonham Carter",USA,1,Action,100000000
Pooh's Heffalump Movie,18098433,2978452,"Jim Cummings, John Fiedler, Nikita Hopkins, Kath Soucie",USA,0,Animation,20000000
Poseidon,60674817,6744755,"Emmy Rossum, Freddy Rodriguez, Josh Lucas, Stacy Ferguson*, Richard Dreyfuss, Mike Vogel, Kurt Russell, Jacinda Barrett, Kevin Dillon, Andre Braugher, Mia Maestro",USA,0,Action,160000000
Predators,52000688,9198102,"Laurence Fishburne, Alice Braga, Adrien Brody, Topher Grace, Danny Trejo",USA,0,Horror,40000000
Premium Rush,20275446,329804,"Dania Ramirez, Joseph Gordon-Levitt, Aasif Mandvi, Michael Shannon, Jamie Chung",USA,0,Action,35000000
